table_field,nonnull_count,schema,table,field
LU_AllAnalytes.id,77,dbo,LU_AllAnalytes,id
LU_AllAnalytesUnits.CODE,11,dbo,LU_AllAnalytesUnits,CODE
LU_AllAnalytesUnits.MEANING,11,dbo,LU_AllAnalytesUnits,MEANING
LU_AllAnalytesUnits.id,11,dbo,LU_AllAnalytesUnits,id
LU_AltitudeDatum.CODE,2,dbo,LU_AltitudeDatum,CODE
LU_AltitudeDatum.id,2,dbo,LU_AltitudeDatum,id
LU_AltitudeMethod.CODE,12,dbo,LU_AltitudeMethod,CODE
LU_AltitudeMethod.MEANING,12,dbo,LU_AltitudeMethod,MEANING
LU_AltitudeMethod.id,12,dbo,LU_AltitudeMethod,id
LU_AquiferClass.CODE,4,dbo,LU_AquiferClass,CODE
LU_AquiferClass.MEANING,4,dbo,LU_AquiferClass,MEANING
LU_AquiferClass.id,4,dbo,LU_AquiferClass,id
LU_AquiferType.CODE,11,dbo,LU_AquiferType,CODE
LU_AquiferType.MEANING,11,dbo,LU_AquiferType,MEANING
LU_AquiferType.id,11,dbo,LU_AquiferType,id
LU_CollectionMethod.CODE,7,dbo,LU_CollectionMethod,CODE
LU_CollectionMethod.MEANING,7,dbo,LU_CollectionMethod,MEANING
LU_CollectionMethod.id,7,dbo,LU_CollectionMethod,id
LU_ConstructionMethod.CODE,8,dbo,LU_ConstructionMethod,CODE
LU_ConstructionMethod.MEANING,8,dbo,LU_ConstructionMethod,MEANING
LU_ConstructionMethod.id,8,dbo,LU_ConstructionMethod,id
LU_ContributingUnit.CODE,5,dbo,LU_ContributingUnit,CODE
LU_ContributingUnit.MEANING,5,dbo,LU_ContributingUnit,MEANING
LU_ContributingUnit.id,5,dbo,LU_ContributingUnit,id
LU_CoordinateAccuracy.CODE,10,dbo,LU_CoordinateAccuracy,CODE
LU_CoordinateAccuracy.MEANING,10,dbo,LU_CoordinateAccuracy,MEANING
LU_CoordinateAccuracy.id,10,dbo,LU_CoordinateAccuracy,id
LU_CoordinateDatum.DATUMCODE,2,dbo,LU_CoordinateDatum,DATUMCODE
LU_CoordinateDatum.id,2,dbo,LU_CoordinateDatum,id
LU_CoordinateMethod.CODE,8,dbo,LU_CoordinateMethod,CODE
LU_CoordinateMethod.MEANING,8,dbo,LU_CoordinateMethod,MEANING
LU_CoordinateMethod.id,8,dbo,LU_CoordinateMethod,id
LU_County.COUNTY,33,dbo,LU_County,COUNTY
LU_County.id,33,dbo,LU_County,id
LU_CurrentUse.CODE,15,dbo,LU_CurrentUse,CODE
LU_CurrentUse.MEANING,15,dbo,LU_CurrentUse,MEANING
LU_CurrentUse.id,15,dbo,LU_CurrentUse,id
LU_DataQuality.CODE,9,dbo,LU_DataQuality,CODE
LU_DataQuality.MEANING,9,dbo,LU_DataQuality,MEANING
LU_DataQuality.id,9,dbo,LU_DataQuality,id
LU_DataQuality.SHORT_MEANING,4,dbo,LU_DataQuality,SHORT_MEANING
LU_DataQuality.WebDataEntryVisible,9,dbo,LU_DataQuality,WebDataEntryVisible
LU_DataReliability.CODE,4,dbo,LU_DataReliability,CODE
LU_DataReliability.MEANING,4,dbo,LU_DataReliability,MEANING
LU_DataReliability.id,4,dbo,LU_DataReliability,id
LU_DataSource.CODE,10,dbo,LU_DataSource,CODE
LU_DataSource.MEANING,10,dbo,LU_DataSource,MEANING
LU_DataSource.id,10,dbo,LU_DataSource,id
LU_DataType.CODE,20,dbo,LU_DataType,CODE
LU_DataType.MEANING,12,dbo,LU_DataType,MEANING
LU_DataType.id,20,dbo,LU_DataType,id
LU_Depth/CompletionSource.CODE,10,dbo,LU_Depth/CompletionSource,CODE
LU_Depth/CompletionSource.MEANING,10,dbo,LU_Depth/CompletionSource,MEANING
LU_Depth/CompletionSource.id,10,dbo,LU_Depth/CompletionSource,id
LU_Discharge.Discharge,2,dbo,LU_Discharge,Discharge
LU_Discharge.id,2,dbo,LU_Discharge,id
LU_Discharge Units.UNITS,2,dbo,LU_Discharge Units,UNITS
LU_Discharge Units.id,2,dbo,LU_Discharge Units,id
LU_Discharge/ChemistrySource.CODE,5,dbo,LU_Discharge/ChemistrySource,CODE
LU_Discharge/ChemistrySource.MEANING,5,dbo,LU_Discharge/ChemistrySource,MEANING
LU_Discharge/ChemistrySource.id,5,dbo,LU_Discharge/ChemistrySource,id
LU_DischargeMethod.CODE,7,dbo,LU_DischargeMethod,CODE
LU_DischargeMethod.MEANING,7,dbo,LU_DischargeMethod,MEANING
LU_DischargeMethod.id,7,dbo,LU_DischargeMethod,id
LU_EquipmentType.MEANING,12,dbo,LU_EquipmentType,MEANING
LU_EquipmentType.id,12,dbo,LU_EquipmentType,id
LU_FieldNoteTypes.NoteType_id,3,dbo,LU_FieldNoteTypes,NoteType_id
LU_FieldNoteTypes.FieldNoteType,3,dbo,LU_FieldNoteTypes,FieldNoteType
LU_FieldParameter.CODE,5,dbo,LU_FieldParameter,CODE
LU_FieldParameter.MEANING,5,dbo,LU_FieldParameter,MEANING
LU_FieldParameter.id,5,dbo,LU_FieldParameter,id
LU_Formations.Code,295,dbo,LU_Formations,Code
LU_Formations.Meaning,295,dbo,LU_Formations,Meaning
LU_Formations.id,295,dbo,LU_Formations,id
LU_FPUnits.CODE,7,dbo,LU_FPUnits,CODE
LU_FPUnits.MEANING,7,dbo,LU_FPUnits,MEANING
LU_FPUnits.id,7,dbo,LU_FPUnits,id
LU_LevelStatus.CODE,23,dbo,LU_LevelStatus,CODE
LU_LevelStatus.MEANING,23,dbo,LU_LevelStatus,MEANING
LU_LevelStatus.id,23,dbo,LU_LevelStatus,id
LU_LevelStatus.WebDataEntryVisible,23,dbo,LU_LevelStatus,WebDataEntryVisible
LU_Lithology.TERM,76,dbo,LU_Lithology,TERM
LU_Lithology.ABBREVIATION,76,dbo,LU_Lithology,ABBREVIATION
LU_Lithology.id,76,dbo,LU_Lithology,id
LU_MajorAnalyte.CODE,22,dbo,LU_MajorAnalyte,CODE
LU_MajorAnalyte.MEANING,22,dbo,LU_MajorAnalyte,MEANING
LU_MajorAnalyte.id,22,dbo,LU_MajorAnalyte,id
LU_MajorUnits.CODE,7,dbo,LU_MajorUnits,CODE
LU_MajorUnits.MEANING,7,dbo,LU_MajorUnits,MEANING
LU_MajorUnits.id,7,dbo,LU_MajorUnits,id
LU_MeasurementMethod.CODE,24,dbo,LU_MeasurementMethod,CODE
LU_MeasurementMethod.MEANING,24,dbo,LU_MeasurementMethod,MEANING
LU_MeasurementMethod.id,24,dbo,LU_MeasurementMethod,id
LU_MeasurementMethod.WebDataEntryVisible,24,dbo,LU_MeasurementMethod,WebDataEntryVisible
LU_MeasuringAgency.Agency,18,dbo,LU_MeasuringAgency,Agency
LU_MeasuringAgency.Description,18,dbo,LU_MeasuringAgency,Description
LU_MeasuringAgency.id,18,dbo,LU_MeasuringAgency,id
LU_MinorTraceAnalyte.CODE,92,dbo,LU_MinorTraceAnalyte,CODE
LU_MinorTraceAnalyte.MEANING,92,dbo,LU_MinorTraceAnalyte,MEANING
LU_MinorTraceAnalyte.id,92,dbo,LU_MinorTraceAnalyte,id
LU_MinorTraceUnits.CODE,7,dbo,LU_MinorTraceUnits,CODE
LU_MinorTraceUnits.MEANING,7,dbo,LU_MinorTraceUnits,MEANING
LU_MinorTraceUnits.id,7,dbo,LU_MinorTraceUnits,id
LU_MonitoringStatus.CODE,16,dbo,LU_MonitoringStatus,CODE
LU_MonitoringStatus.MEANING,16,dbo,LU_MonitoringStatus,MEANING
LU_MonitoringStatus.id,16,dbo,LU_MonitoringStatus,id
LU_NMQuads.QuadName,2062,dbo,LU_NMQuads,QuadName
LU_NMQuads.id,2062,dbo,LU_NMQuads,id
LU_PrimaryUseSite_USGS.CODE,17,dbo,LU_PrimaryUseSite_USGS,CODE
LU_PrimaryUseSite_USGS.MEANING,17,dbo,LU_PrimaryUseSite_USGS,MEANING
LU_PrimaryUseSite_USGS.id,17,dbo,LU_PrimaryUseSite_USGS,id
LU_PrimaryUseWater_USGS.CODE,20,dbo,LU_PrimaryUseWater_USGS,CODE
LU_PrimaryUseWater_USGS.MEANING,20,dbo,LU_PrimaryUseWater_USGS,MEANING
LU_PrimaryUseWater_USGS.id,20,dbo,LU_PrimaryUseWater_USGS,id
LU_RadioAnalyte.CODE,10,dbo,LU_RadioAnalyte,CODE
LU_RadioAnalyte.MEANING,10,dbo,LU_RadioAnalyte,MEANING
LU_RadioAnalyte.id,10,dbo,LU_RadioAnalyte,id
LU_RadioUnits.CODE,6,dbo,LU_RadioUnits,CODE
LU_RadioUnits.MEANING,6,dbo,LU_RadioUnits,MEANING
LU_RadioUnits.id,6,dbo,LU_RadioUnits,id
LU_SampleType.CODE,11,dbo,LU_SampleType,CODE
LU_SampleType.MEANING,11,dbo,LU_SampleType,MEANING
LU_SampleType.id,11,dbo,LU_SampleType,id
LU_SiteType.CODE,11,dbo,LU_SiteType,CODE
LU_SiteType.MEANING,11,dbo,LU_SiteType,MEANING
LU_SiteType.id,11,dbo,LU_SiteType,id
LU_Status.CODE,6,dbo,LU_Status,CODE
LU_Status.MEANING,6,dbo,LU_Status,MEANING
LU_Status.id,6,dbo,LU_Status,id
LU_Subsurface.CODE,4,dbo,LU_Subsurface,CODE
LU_Subsurface.MEANING,4,dbo,LU_Subsurface,MEANING
LU_Subsurface.id,4,dbo,LU_Subsurface,id
LU_TimeDatum.MEANING,3,dbo,LU_TimeDatum,MEANING
LU_TimeDatum.id,3,dbo,LU_TimeDatum,id
MajorChemistry.SamplePtID,78578,dbo,MajorChemistry,SamplePtID
MajorChemistry.SamplePointID,78578,dbo,MajorChemistry,SamplePointID
MajorChemistry.Analyte,78577,dbo,MajorChemistry,Analyte
MajorChemistry.Symbol,8053,dbo,MajorChemistry,Symbol
MajorChemistry.SampleValue,78578,dbo,MajorChemistry,SampleValue
MajorChemistry.Units,78562,dbo,MajorChemistry,Units
MajorChemistry.Uncertainty,2191,dbo,MajorChemistry,Uncertainty
MajorChemistry.AnalysisMethod,17176,dbo,MajorChemistry,AnalysisMethod
MajorChemistry.AnalysisDate,10706,dbo,MajorChemistry,AnalysisDate
MajorChemistry.Notes,1180,dbo,MajorChemistry,Notes
MajorChemistry.Volume,78578,dbo,MajorChemistry,Volume
MajorChemistry.VolumeUnit,13,dbo,MajorChemistry,VolumeUnit
MajorChemistry.OBJECTID,78578,dbo,MajorChemistry,OBJECTID
MajorChemistry.GlobalID,78578,dbo,MajorChemistry,GlobalID
MajorChemistry.AnalysesAgency,41792,dbo,MajorChemistry,AnalysesAgency
MajorChemistry.WCLab_ID,26133,dbo,MajorChemistry,WCLab_ID
MajorChemistry.SSMA_TimeStamp,78578,dbo,MajorChemistry,SSMA_TimeStamp
MinorandTraceChemistry.SamplePtID,108361,dbo,MinorandTraceChemistry,SamplePtID
MinorandTraceChemistry.SamplePointID,108361,dbo,MinorandTraceChemistry,SamplePointID
MinorandTraceChemistry.Analyte,108353,dbo,MinorandTraceChemistry,Analyte
MinorandTraceChemistry.Symbol,48938,dbo,MinorandTraceChemistry,Symbol
MinorandTraceChemistry.SampleValue,108361,dbo,MinorandTraceChemistry,SampleValue
MinorandTraceChemistry.Units,108262,dbo,MinorandTraceChemistry,Units
MinorandTraceChemistry.Uncertainty,108361,dbo,MinorandTraceChemistry,Uncertainty
MinorandTraceChemistry.AnalysisMethod,33327,dbo,MinorandTraceChemistry,AnalysisMethod
MinorandTraceChemistry.AnalysisDate,28131,dbo,MinorandTraceChemistry,AnalysisDate
MinorandTraceChemistry.Notes,3390,dbo,MinorandTraceChemistry,Notes
MinorandTraceChemistry.Volume,108361,dbo,MinorandTraceChemistry,Volume
MinorandTraceChemistry.VolumeUnit,668,dbo,MinorandTraceChemistry,VolumeUnit
MinorandTraceChemistry.OBJECTID,108361,dbo,MinorandTraceChemistry,OBJECTID
MinorandTraceChemistry.GlobalID,108361,dbo,MinorandTraceChemistry,GlobalID
MinorandTraceChemistry.AnalysesAgency,74318,dbo,MinorandTraceChemistry,AnalysesAgency
MinorandTraceChemistry.WCLab_ID,67357,dbo,MinorandTraceChemistry,WCLab_ID
MinorandTraceChemistry.SSMA_TimeStamp,108361,dbo,MinorandTraceChemistry,SSMA_TimeStamp
NGWMN_Lithology.PointID,0,dbo,NGWMN_Lithology,PointID
NGWMN_Lithology.Lithology,0,dbo,NGWMN_Lithology,Lithology
NGWMN_Lithology.TERM,0,dbo,NGWMN_Lithology,TERM
NGWMN_Lithology.StratSource,0,dbo,NGWMN_Lithology,StratSource
NGWMN_Lithology.StratTop,0,dbo,NGWMN_Lithology,StratTop
NGWMN_Lithology.StratBottom,0,dbo,NGWMN_Lithology,StratBottom
OwnerLink.LocationId,3447,dbo,OwnerLink,LocationId
OwnerLink.OwnerKey,3446,dbo,OwnerLink,OwnerKey
OwnerLink.OBJECTID,3448,dbo,OwnerLink,OBJECTID
OwnerLink.GlobalID,3448,dbo,OwnerLink,GlobalID
OwnersData.OwnerKey,1763,dbo,OwnersData,OwnerKey
OwnersData.Company,369,dbo,OwnersData,Company
OwnersData.LastName,1641,dbo,OwnersData,LastName
OwnersData.FirstName,1624,dbo,OwnersData,FirstName
OwnersData.Phone,979,dbo,OwnersData,Phone
OwnersData.CellPhone,530,dbo,OwnersData,CellPhone
OwnersData.Email,658,dbo,OwnersData,Email
OwnersData.MailingAddress,777,dbo,OwnersData,MailingAddress
OwnersData.MailCity,774,dbo,OwnersData,MailCity
OwnersData.MailState,781,dbo,OwnersData,MailState
OwnersData.MailZipCode,734,dbo,OwnersData,MailZipCode
OwnersData.PhysicalAddress,719,dbo,OwnersData,PhysicalAddress
OwnersData.PhysicalCity,656,dbo,OwnersData,PhysicalCity
OwnersData.PhysicalState,650,dbo,OwnersData,PhysicalState
OwnersData.PhysicalZipCode,490,dbo,OwnersData,PhysicalZipCode
OwnersData.SecondLastName,340,dbo,OwnersData,SecondLastName
OwnersData.SecondFirstName,360,dbo,OwnersData,SecondFirstName
OwnersData.SecondCtctPhone,230,dbo,OwnersData,SecondCtctPhone
OwnersData.SecondCtctEmail,121,dbo,OwnersData,SecondCtctEmail
OwnersData.OwnerComment,680,dbo,OwnersData,OwnerComment
OwnersData.OBJECTID,1763,dbo,OwnersData,OBJECTID
OwnersData.GlobalID,1763,dbo,OwnersData,GlobalID
PointIdTemp.PointID,0,dbo,PointIdTemp,PointID
PointIdTemp.WDBID,0,dbo,PointIdTemp,WDBID
PointIdTemp.LocationId,0,dbo,PointIdTemp,LocationId
ProjectLocations.LocationId,48091,dbo,ProjectLocations,LocationId
ProjectLocations.PointID,48091,dbo,ProjectLocations,PointID
ProjectLocations.ProjectName,48091,dbo,ProjectLocations,ProjectName
ProjectLocations.OBJECTID,48091,dbo,ProjectLocations,OBJECTID
ProjectLocations.GlobalID,48091,dbo,ProjectLocations,GlobalID
Projects.Project,57,dbo,Projects,Project
Projects.PointIDPrefix,57,dbo,Projects,PointIDPrefix
Radionuclides.SamplePtID,0,dbo,Radionuclides,SamplePtID
Radionuclides.SamplePointID,0,dbo,Radionuclides,SamplePointID
Radionuclides.Analyte,0,dbo,Radionuclides,Analyte
Radionuclides.Symbol,0,dbo,Radionuclides,Symbol
Radionuclides.SampleValue,0,dbo,Radionuclides,SampleValue
Radionuclides.Units,0,dbo,Radionuclides,Units
Radionuclides.Uncertainty,0,dbo,Radionuclides,Uncertainty
Radionuclides.AnalysisMethod,0,dbo,Radionuclides,AnalysisMethod
Radionuclides.AnalysisDate,0,dbo,Radionuclides,AnalysisDate
Radionuclides.Notes,0,dbo,Radionuclides,Notes
Radionuclides.Volume,0,dbo,Radionuclides,Volume
Radionuclides.VolumeUnit,0,dbo,Radionuclides,VolumeUnit
Radionuclides.OBJECTID,0,dbo,Radionuclides,OBJECTID
Radionuclides.GlobalID,0,dbo,Radionuclides,GlobalID
Radionuclides.AnalysesAgency,0,dbo,Radionuclides,AnalysesAgency
Radionuclides.WCLab_ID,0,dbo,Radionuclides,WCLab_ID
Radionuclides.SSMA_TimeStamp,0,dbo,Radionuclides,SSMA_TimeStamp
SaltBasinWLs.ID,0,dbo,SaltBasinWLs,ID
SaltBasinWLs.PointID,0,dbo,SaltBasinWLs,PointID
SaltBasinWLs.DateMeasured,0,dbo,SaltBasinWLs,DateMeasured
SaltBasinWLs.DepthToWater,0,dbo,SaltBasinWLs,DepthToWater
SaltBasinWLs.LevelStatus,0,dbo,SaltBasinWLs,LevelStatus
SaltBasinWLs.MeasurementMethod,0,dbo,SaltBasinWLs,MeasurementMethod
SaltBasinWLs.DataSource,0,dbo,SaltBasinWLs,DataSource
SelectedObjects.SelectionID,0,dbo,SelectedObjects,SelectionID
SelectedObjects.ObjectID,0,dbo,SelectedObjects,ObjectID
Selections.SelectionID,0,dbo,Selections,SelectionID
Selections.TargetName,0,dbo,Selections,TargetName
SITESWITHWATERLEVELS.PointID,0,dbo,SITESWITHWATERLEVELS,PointID
SITESWITHWATERLEVELS.SiteID,0,dbo,SITESWITHWATERLEVELS,SiteID
SITESWITHWATERLEVELS.Expr1,0,dbo,SITESWITHWATERLEVELS,Expr1
SITESWITHWATERLEVELS.DataReliability,0,dbo,SITESWITHWATERLEVELS,DataReliability
SITESWITHWATERLEVELS.Easting,0,dbo,SITESWITHWATERLEVELS,Easting
SITESWITHWATERLEVELS.Northing,0,dbo,SITESWITHWATERLEVELS,Northing
SITESWITHWATERLEVELS.Altitude,0,dbo,SITESWITHWATERLEVELS,Altitude
SITESWITHWATERLEVELS.HoleDepth,0,dbo,SITESWITHWATERLEVELS,HoleDepth
SITESWITHWATERLEVELS.WellDepth,0,dbo,SITESWITHWATERLEVELS,WellDepth
SITESWITHWATERLEVELS.StaticWater,0,dbo,SITESWITHWATERLEVELS,StaticWater
SITESWITHWATERLEVELS.CasingDiameter,0,dbo,SITESWITHWATERLEVELS,CasingDiameter
SITESWITHWATERLEVELS.FormationZone,0,dbo,SITESWITHWATERLEVELS,FormationZone
SITESWITHWATERLEVELS.MinOfScreenTop,0,dbo,SITESWITHWATERLEVELS,MinOfScreenTop
SITESWITHWATERLEVELS.MaxOfScreenBottom,0,dbo,SITESWITHWATERLEVELS,MaxOfScreenBottom
SITESWITHWATERLEVELS.MaxOfDateMeasured_WL,0,dbo,SITESWITHWATERLEVELS,MaxOfDateMeasured_WL
SITESWITHWATERLEVELS.MaxOfDateMeasured_Acoustic,0,dbo,SITESWITHWATERLEVELS,MaxOfDateMeasured_Acoustic
SITESWITHWATERLEVELS.MaxOfDateMeasured_Pressure,0,dbo,SITESWITHWATERLEVELS,MaxOfDateMeasured_Pressure
SITESWITHWATERLEVELS.OBJECTID,0,dbo,SITESWITHWATERLEVELS,OBJECTID
SITEWATERLEVELS.PointID,0,dbo,SITEWATERLEVELS,PointID
SITEWATERLEVELS.DateMeasued,0,dbo,SITEWATERLEVELS,DateMeasued
SITEWATERLEVELS.DepthToWaterBGS,0,dbo,SITEWATERLEVELS,DepthToWaterBGS
SITEWATERLEVELS.MeasurementMethod,0,dbo,SITEWATERLEVELS,MeasurementMethod
SITEWATERLEVELS.LevelStatus,0,dbo,SITEWATERLEVELS,LevelStatus
SITEWATERLEVELS.DataSource,0,dbo,SITEWATERLEVELS,DataSource
SITEWATERLEVELS.MeasuringAgency,0,dbo,SITEWATERLEVELS,MeasuringAgency
Soil_Rock_Results.Point_ID,19,dbo,Soil_Rock_Results,Point_ID
Soil_Rock_Results.Sample Type,19,dbo,Soil_Rock_Results,Sample Type
Soil_Rock_Results.Date Sampled,19,dbo,Soil_Rock_Results,Date Sampled
Soil_Rock_Results.d13C,19,dbo,Soil_Rock_Results,d13C
Soil_Rock_Results.d18O,19,dbo,Soil_Rock_Results,d18O
Soil_Rock_Results.Sampled by,19,dbo,Soil_Rock_Results,Sampled by
Soil_Rock_Results.SSMA_TimeStamp,19,dbo,Soil_Rock_Results,SSMA_TimeStamp
Stratigraphy.WellID,4377,dbo,Stratigraphy,WellID
Stratigraphy.PointID,4377,dbo,Stratigraphy,PointID
Stratigraphy.StratTop,4377,dbo,Stratigraphy,StratTop
Stratigraphy.StratBottom,4377,dbo,Stratigraphy,StratBottom
Stratigraphy.UnitIdentifier,4176,dbo,Stratigraphy,UnitIdentifier
Stratigraphy.Lithology,451,dbo,Stratigraphy,Lithology
Stratigraphy.LithologicModifier,126,dbo,Stratigraphy,LithologicModifier
Stratigraphy.ContributingUnit,4120,dbo,Stratigraphy,ContributingUnit
Stratigraphy.StratSource,4199,dbo,Stratigraphy,StratSource
Stratigraphy.StratNotes,419,dbo,Stratigraphy,StratNotes
Stratigraphy.OBJECTID,4377,dbo,Stratigraphy,OBJECTID
Stratigraphy.GlobalID,4377,dbo,Stratigraphy,GlobalID
SurfaceWaterData.LocationId,1100,dbo,SurfaceWaterData,LocationId
SurfaceWaterData.SurfaceID,1100,dbo,SurfaceWaterData,SurfaceID
SurfaceWaterData.PointID,1100,dbo,SurfaceWaterData,PointID
SurfaceWaterData.Discharge,1022,dbo,SurfaceWaterData,Discharge
SurfaceWaterData.DischargeMethod,648,dbo,SurfaceWaterData,DischargeMethod
SurfaceWaterData.DischargeRate,651,dbo,SurfaceWaterData,DischargeRate
SurfaceWaterData.DischargeUnits,650,dbo,SurfaceWaterData,DischargeUnits
SurfaceWaterData.DateMeasured,800,dbo,SurfaceWaterData,DateMeasured
SurfaceWaterData.DischargeSource,790,dbo,SurfaceWaterData,DischargeSource
SurfaceWaterData.SiteNotes,431,dbo,SurfaceWaterData,SiteNotes
SurfaceWaterData.FieldMethodNotes,172,dbo,SurfaceWaterData,FieldMethodNotes
SurfaceWaterData.FormationZone,436,dbo,SurfaceWaterData,FormationZone
SurfaceWaterData.AqClass,161,dbo,SurfaceWaterData,AqClass
SurfaceWaterData.SourceNotes,512,dbo,SurfaceWaterData,SourceNotes
SurfaceWaterData.OBJECTID,1100,dbo,SurfaceWaterData,OBJECTID
SurfaceWaterData.DataSource,507,dbo,SurfaceWaterData,DataSource
SurfaceWaterData.SSMA_TimeStamp,1100,dbo,SurfaceWaterData,SSMA_TimeStamp
SurfaceWaterData_Corrupt_DataMissing.LocationId,0,dbo,SurfaceWaterData_Corrupt_DataMissing,LocationId
SurfaceWaterData_Corrupt_DataMissing.SurfaceID,0,dbo,SurfaceWaterData_Corrupt_DataMissing,SurfaceID
SurfaceWaterData_Corrupt_DataMissing.PointID,0,dbo,SurfaceWaterData_Corrupt_DataMissing,PointID
SurfaceWaterData_Corrupt_DataMissing.Discharge,0,dbo,SurfaceWaterData_Corrupt_DataMissing,Discharge
SurfaceWaterData_Corrupt_DataMissing.DischargeMethod,0,dbo,SurfaceWaterData_Corrupt_DataMissing,DischargeMethod
SurfaceWaterData_Corrupt_DataMissing.DischargeRate,0,dbo,SurfaceWaterData_Corrupt_DataMissing,DischargeRate
SurfaceWaterData_Corrupt_DataMissing.DischargeUnits,0,dbo,SurfaceWaterData_Corrupt_DataMissing,DischargeUnits
SurfaceWaterData_Corrupt_DataMissing.DateMeasured,0,dbo,SurfaceWaterData_Corrupt_DataMissing,DateMeasured
SurfaceWaterData_Corrupt_DataMissing.DischargeSource,0,dbo,SurfaceWaterData_Corrupt_DataMissing,DischargeSource
SurfaceWaterData_Corrupt_DataMissing.SiteNotes,0,dbo,SurfaceWaterData_Corrupt_DataMissing,SiteNotes
SurfaceWaterData_Corrupt_DataMissing.FieldMethodNotes,0,dbo,SurfaceWaterData_Corrupt_DataMissing,FieldMethodNotes
SurfaceWaterData_Corrupt_DataMissing.FormationZone,0,dbo,SurfaceWaterData_Corrupt_DataMissing,FormationZone
SurfaceWaterData_Corrupt_DataMissing.AqClass,0,dbo,SurfaceWaterData_Corrupt_DataMissing,AqClass
SurfaceWaterData_Corrupt_DataMissing.SourceNotes,0,dbo,SurfaceWaterData_Corrupt_DataMissing,SourceNotes
SurfaceWaterData_Corrupt_DataMissing.OBJECTID,0,dbo,SurfaceWaterData_Corrupt_DataMissing,OBJECTID
SurfaceWaterData_Corrupt_DataMissing.DataSource,0,dbo,SurfaceWaterData_Corrupt_DataMissing,DataSource
SurfaceWaterData_Corrupt_DataMissing.SSMA_TimeStamp,0,dbo,SurfaceWaterData_Corrupt_DataMissing,SSMA_TimeStamp
SurfaceWaterPhotos.SurfaceID,0,dbo,SurfaceWaterPhotos,SurfaceID
SurfaceWaterPhotos.PointID,0,dbo,SurfaceWaterPhotos,PointID
SurfaceWaterPhotos.OLEPath,0,dbo,SurfaceWaterPhotos,OLEPath
SurfaceWaterPhotos.OBJECTID,0,dbo,SurfaceWaterPhotos,OBJECTID
SurfaceWaterPhotos.GlobalID,0,dbo,SurfaceWaterPhotos,GlobalID
sysdiagrams.name,0,dbo,sysdiagrams,name
sysdiagrams.principal_id,0,dbo,sysdiagrams,principal_id
sysdiagrams.diagram_id,0,dbo,sysdiagrams,diagram_id
sysdiagrams.version,0,dbo,sysdiagrams,version
sysdiagrams.definition,0,dbo,sysdiagrams,definition
Tbl_PublicReleaseSitesInfo.ObjectID,0,dbo,Tbl_PublicReleaseSitesInfo,ObjectID
Tbl_PublicReleaseSitesInfo.PointID,0,dbo,Tbl_PublicReleaseSitesInfo,PointID
Tbl_PublicReleaseSitesInfo.SiteID,0,dbo,Tbl_PublicReleaseSitesInfo,SiteID
Tbl_PublicReleaseSitesInfo.Easting,0,dbo,Tbl_PublicReleaseSitesInfo,Easting
Tbl_PublicReleaseSitesInfo.Northing,0,dbo,Tbl_PublicReleaseSitesInfo,Northing
Tbl_PublicReleaseSitesInfo.Altitude,0,dbo,Tbl_PublicReleaseSitesInfo,Altitude
Tbl_PublicReleaseSitesInfo.OSEWellID,0,dbo,Tbl_PublicReleaseSitesInfo,OSEWellID
Tbl_PublicReleaseSitesInfo.HoleDepth,0,dbo,Tbl_PublicReleaseSitesInfo,HoleDepth
Tbl_PublicReleaseSitesInfo.WellDepth,0,dbo,Tbl_PublicReleaseSitesInfo,WellDepth
Tbl_PublicReleaseSitesInfo.FormationZone,0,dbo,Tbl_PublicReleaseSitesInfo,FormationZone
Tbl_PublicReleaseSitesInfo.Geometry,0,dbo,Tbl_PublicReleaseSitesInfo,Geometry
Tbl_PublicReleaseSitesInfo_ProjectNameIncluded.ObjectID,0,dbo,Tbl_PublicReleaseSitesInfo_ProjectNameIncluded,ObjectID
Tbl_PublicReleaseSitesInfo_ProjectNameIncluded.PointID,0,dbo,Tbl_PublicReleaseSitesInfo_ProjectNameIncluded,PointID
Tbl_PublicReleaseSitesInfo_ProjectNameIncluded.SiteID,0,dbo,Tbl_PublicReleaseSitesInfo_ProjectNameIncluded,SiteID
Tbl_PublicReleaseSitesInfo_ProjectNameIncluded.Easting,0,dbo,Tbl_PublicReleaseSitesInfo_ProjectNameIncluded,Easting
Tbl_PublicReleaseSitesInfo_ProjectNameIncluded.Northing,0,dbo,Tbl_PublicReleaseSitesInfo_ProjectNameIncluded,Northing
Tbl_PublicReleaseSitesInfo_ProjectNameIncluded.Altitude,0,dbo,Tbl_PublicReleaseSitesInfo_ProjectNameIncluded,Altitude
Tbl_PublicReleaseSitesInfo_ProjectNameIncluded.OSEWellID,0,dbo,Tbl_PublicReleaseSitesInfo_ProjectNameIncluded,OSEWellID
Tbl_PublicReleaseSitesInfo_ProjectNameIncluded.HoleDepth,0,dbo,Tbl_PublicReleaseSitesInfo_ProjectNameIncluded,HoleDepth
Tbl_PublicReleaseSitesInfo_ProjectNameIncluded.WellDepth,0,dbo,Tbl_PublicReleaseSitesInfo_ProjectNameIncluded,WellDepth
Tbl_PublicReleaseSitesInfo_ProjectNameIncluded.FormationZone,0,dbo,Tbl_PublicReleaseSitesInfo_ProjectNameIncluded,FormationZone
