model|input_count|cleaned_count|transferred|issue_percentage
Well|38541|9887|9331|5.6235460705977545
PointID|Table|Field|Error
b4c01ef6-3aab-4aef-9eea-0f8c6e6b9b8b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b4c01ef6-3aab-4aef-9eea-0f8c6e6b9b8b
95e1e326-0dfe-4b08-bab8-a4ea49e5d578|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 95e1e326-0dfe-4b08-bab8-a4ea49e5d578
e77c3ce0-5364-47f1-83ff-85ab96ec4653|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e77c3ce0-5364-47f1-83ff-85ab96ec4653
f44eb7ec-479e-4093-ab10-62c03428e0b7|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f44eb7ec-479e-4093-ab10-62c03428e0b7
9250195f-6ebb-45c5-8612-d437c3824494|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 9250195f-6ebb-45c5-8612-d437c3824494
1288de0a-dce1-487a-afa6-885f70ce0fe2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 1288de0a-dce1-487a-afa6-885f70ce0fe2
dd620cba-7676-4439-8c2a-cd72fd83de6d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: dd620cba-7676-4439-8c2a-cd72fd83de6d
7754d7e0-1d34-4f07-8be0-484336f6cdf9|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 7754d7e0-1d34-4f07-8be0-484336f6cdf9
d59c9722-2664-4d7c-b75a-e6689e82b51a|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d59c9722-2664-4d7c-b75a-e6689e82b51a
47fb4ece-7730-4ea0-b8c9-e9dd83bdbe7d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 47fb4ece-7730-4ea0-b8c9-e9dd83bdbe7d
025297e4-cf4f-47ef-89f0-ae6af81e21ee|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 025297e4-cf4f-47ef-89f0-ae6af81e21ee
5344a623-cc0e-4030-8302-3de866c8e468|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 5344a623-cc0e-4030-8302-3de866c8e468
fc8567e8-6507-4c51-a6c5-b064a43155d5|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: fc8567e8-6507-4c51-a6c5-b064a43155d5
bfb1ef79-f875-4a8e-8e09-d8c458a836cb|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: bfb1ef79-f875-4a8e-8e09-d8c458a836cb
fb8f9358-0e1c-4486-8ec9-859ba3b9dffb|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: fb8f9358-0e1c-4486-8ec9-859ba3b9dffb
f4fd777a-beb2-44a6-a1a4-d0deff620cea|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f4fd777a-beb2-44a6-a1a4-d0deff620cea
f9f75705-37bc-45f4-aff4-66b0870f1f79|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f9f75705-37bc-45f4-aff4-66b0870f1f79
8fe16224-205a-4e39-ac2a-e86d62e082ab|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8fe16224-205a-4e39-ac2a-e86d62e082ab
d85f5926-271e-49ab-8796-284349c73610|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d85f5926-271e-49ab-8796-284349c73610
6a134233-1724-4687-80ba-f0105909258a|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 6a134233-1724-4687-80ba-f0105909258a
70fc27a0-365d-4e2d-99d6-ca33562973b7|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 70fc27a0-365d-4e2d-99d6-ca33562973b7
91e3e472-b0dd-4f29-af8d-3f5273685c23|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 91e3e472-b0dd-4f29-af8d-3f5273685c23
8f171586-c78c-4f76-a2c0-69223eed45cb|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8f171586-c78c-4f76-a2c0-69223eed45cb
614db59a-4375-44c8-90d0-ef17b624fbfd|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 614db59a-4375-44c8-90d0-ef17b624fbfd
8af13ee3-242c-4ee0-a1de-fe7df9028dbf|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8af13ee3-242c-4ee0-a1de-fe7df9028dbf
492e3f9f-3ee9-4c0d-bb52-fb63dfb065d3|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 492e3f9f-3ee9-4c0d-bb52-fb63dfb065d3
3d82ba91-c254-4232-b581-12d3774a8c6e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 3d82ba91-c254-4232-b581-12d3774a8c6e
a81aa4b7-08d3-4887-ad2f-50ac612549bb|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: a81aa4b7-08d3-4887-ad2f-50ac612549bb
6e26750e-8513-4949-b302-aa0cdb04dd31|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 6e26750e-8513-4949-b302-aa0cdb04dd31
bfb2d2b2-d7f9-4877-89ef-c9e2f7432603|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: bfb2d2b2-d7f9-4877-89ef-c9e2f7432603
85c12b6e-f872-49fd-bb4f-b6276becc6b1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 85c12b6e-f872-49fd-bb4f-b6276becc6b1
22680e76-165e-4a3a-98d8-acec7673fc77|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 22680e76-165e-4a3a-98d8-acec7673fc77
383d9a7f-6804-4f71-b087-d1e0f75ad1ba|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 383d9a7f-6804-4f71-b087-d1e0f75ad1ba
a65551bf-1a64-4925-a950-2c2b36cbe19b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: a65551bf-1a64-4925-a950-2c2b36cbe19b
b4341f26-90d1-4eab-9d96-924954cc4560|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b4341f26-90d1-4eab-9d96-924954cc4560
e5b2afcd-76ee-46c3-bdde-92e4820d3315|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e5b2afcd-76ee-46c3-bdde-92e4820d3315
f01026f6-249c-4193-876c-ebc4bd924809|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f01026f6-249c-4193-876c-ebc4bd924809
7181cf96-239b-4fd6-95e3-00297d1d9e61|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 7181cf96-239b-4fd6-95e3-00297d1d9e61
dadfcb5f-1a82-42a9-95c3-8288b783f14b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: dadfcb5f-1a82-42a9-95c3-8288b783f14b
8bef20ef-1940-472d-bd75-7fd9a69afb62|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8bef20ef-1940-472d-bd75-7fd9a69afb62
f6ae0192-4a29-4721-a66d-948427dc6c92|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f6ae0192-4a29-4721-a66d-948427dc6c92
379eeffc-d680-4518-9bb1-7891b633eaf2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 379eeffc-d680-4518-9bb1-7891b633eaf2
e201c03a-d6ab-45f1-9057-c27f995780fa|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e201c03a-d6ab-45f1-9057-c27f995780fa
522f0d68-84d1-4626-84c5-445b4255d9a3|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 522f0d68-84d1-4626-84c5-445b4255d9a3
7f086f2a-f895-4ce5-a88c-563c94b450bf|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 7f086f2a-f895-4ce5-a88c-563c94b450bf
f371445a-187e-4d1c-b794-9186e4a649a0|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f371445a-187e-4d1c-b794-9186e4a649a0
ee33bf53-59b2-42eb-9581-bb4c96db6419|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: ee33bf53-59b2-42eb-9581-bb4c96db6419
5a845083-260c-4e64-a1f1-f081242fb1a3|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 5a845083-260c-4e64-a1f1-f081242fb1a3
e6532414-2fcf-4af6-9638-8c58213dd007|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e6532414-2fcf-4af6-9638-8c58213dd007
b3afda5a-9b6e-41e2-b85a-565e4b596cf5|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b3afda5a-9b6e-41e2-b85a-565e4b596cf5
facc4c07-8581-4531-88aa-f198421d2743|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: facc4c07-8581-4531-88aa-f198421d2743
101ec1c1-bc87-4c11-b535-cd1e304ee8d7|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 101ec1c1-bc87-4c11-b535-cd1e304ee8d7
67396104-7639-4361-af9a-76ca6ccee4b1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 67396104-7639-4361-af9a-76ca6ccee4b1
823e6fcd-7b75-48ad-87c2-5b0911cfe3a5|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 823e6fcd-7b75-48ad-87c2-5b0911cfe3a5
1733b321-94a3-4dbc-a5c7-e4f4ce48ffe2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 1733b321-94a3-4dbc-a5c7-e4f4ce48ffe2
24b3c952-00de-4154-aba7-96af023f5e17|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 24b3c952-00de-4154-aba7-96af023f5e17
55e245f3-6856-4a00-9e0f-e8a7194580c4|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 55e245f3-6856-4a00-9e0f-e8a7194580c4
f53183fa-319e-4508-8f24-93642a42ca9d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f53183fa-319e-4508-8f24-93642a42ca9d
8e34c647-1ed3-47ba-8463-d2e092e80500|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8e34c647-1ed3-47ba-8463-d2e092e80500
8e5914d9-fc4d-4536-a3b7-b48fe0345e01|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8e5914d9-fc4d-4536-a3b7-b48fe0345e01
4afc0d61-67f7-468a-82bb-c570b65fb89b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 4afc0d61-67f7-468a-82bb-c570b65fb89b
eed6ed1d-1ec9-4d32-a135-ac1da27fa9dc|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: eed6ed1d-1ec9-4d32-a135-ac1da27fa9dc
a32aff39-fe47-4532-8505-e9dc800162f4|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: a32aff39-fe47-4532-8505-e9dc800162f4
f60cdec2-98f8-4ea4-8a6f-649ecde9fe2e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f60cdec2-98f8-4ea4-8a6f-649ecde9fe2e
9e66a73f-4942-40c9-bd6a-98f462f2e6b7|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 9e66a73f-4942-40c9-bd6a-98f462f2e6b7
41698c7f-6eb7-4588-925b-479a477647f6|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 41698c7f-6eb7-4588-925b-479a477647f6
8f6cc17c-1efd-4ef6-a7f8-adfbd414410a|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8f6cc17c-1efd-4ef6-a7f8-adfbd414410a
e4a3cc8f-d589-4ee5-8828-b7892fc98483|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e4a3cc8f-d589-4ee5-8828-b7892fc98483
fb92793d-b792-4859-ac6a-b029df7bbad2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: fb92793d-b792-4859-ac6a-b029df7bbad2
136255c2-be14-4ec3-a83e-502bed500ca3|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 136255c2-be14-4ec3-a83e-502bed500ca3
43a9b41d-f0e5-4f2a-9f08-acabc7338381|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 43a9b41d-f0e5-4f2a-9f08-acabc7338381
c1721aab-c5a1-451b-ae9d-e63dcdbad007|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c1721aab-c5a1-451b-ae9d-e63dcdbad007
28729ef4-ee56-400c-abec-b02eae32b69f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 28729ef4-ee56-400c-abec-b02eae32b69f
b04de3f3-b468-4419-8d26-c1fa0e77609b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b04de3f3-b468-4419-8d26-c1fa0e77609b
451e39cb-e585-4d5a-bff9-2b269e0516f3|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 451e39cb-e585-4d5a-bff9-2b269e0516f3
990e54b8-fe64-4463-8379-8ea1ba8a5675|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 990e54b8-fe64-4463-8379-8ea1ba8a5675
d5f23c4f-ac06-4d2c-91f0-057a3482e9f9|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d5f23c4f-ac06-4d2c-91f0-057a3482e9f9
b2fc0dc6-d615-44b5-bd46-72ffff90b747|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b2fc0dc6-d615-44b5-bd46-72ffff90b747
118e3160-1d8d-4d18-9439-eca71fe8daaa|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 118e3160-1d8d-4d18-9439-eca71fe8daaa
bd839ee1-a4c1-4894-ad85-27307ab1a68e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: bd839ee1-a4c1-4894-ad85-27307ab1a68e
6d5c0720-edd6-45b0-a752-de7b57bdcd30|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 6d5c0720-edd6-45b0-a752-de7b57bdcd30
74248fb8-d410-495c-97e2-d244ff117e1c|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 74248fb8-d410-495c-97e2-d244ff117e1c
c258a89a-d535-408a-b1aa-56ce1d78d2eb|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c258a89a-d535-408a-b1aa-56ce1d78d2eb
51146ad5-fc31-4475-96ce-a1405de93e51|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 51146ad5-fc31-4475-96ce-a1405de93e51
0167b3ea-2d9b-44cd-b3b3-806178997b00|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 0167b3ea-2d9b-44cd-b3b3-806178997b00
374bd410-75a9-4b22-9de9-6d04e7c28ef1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 374bd410-75a9-4b22-9de9-6d04e7c28ef1
d3f14d3f-d4b5-4b9c-89da-9abc57930453|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d3f14d3f-d4b5-4b9c-89da-9abc57930453
e351b1bf-971b-45af-aeae-9e81a6497d62|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e351b1bf-971b-45af-aeae-9e81a6497d62
48a092a2-1f9a-4b9f-bf64-e617fdd00529|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 48a092a2-1f9a-4b9f-bf64-e617fdd00529
0efdc9c1-3522-43f1-8e6d-504e8929606f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 0efdc9c1-3522-43f1-8e6d-504e8929606f
d3f14d3f-d4b5-4b9c-89da-9abc57930453|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d3f14d3f-d4b5-4b9c-89da-9abc57930453
f80dc5b3-5cdb-461f-843e-e4ac912bb96b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f80dc5b3-5cdb-461f-843e-e4ac912bb96b
bbe1bb8a-2baf-474d-8d86-305b5569854e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: bbe1bb8a-2baf-474d-8d86-305b5569854e
d826b4b8-b44c-4b08-8ec9-7263052f9b59|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d826b4b8-b44c-4b08-8ec9-7263052f9b59
383d9a7f-6804-4f71-b087-d1e0f75ad1ba|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 383d9a7f-6804-4f71-b087-d1e0f75ad1ba
351329eb-9ad4-4615-a2b6-cbeaa86a2db8|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 351329eb-9ad4-4615-a2b6-cbeaa86a2db8
b812b463-ac50-4eef-96e7-4b564eaa9d8f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b812b463-ac50-4eef-96e7-4b564eaa9d8f
644834bb-fb25-43bb-8061-0d5d1fa628cd|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 644834bb-fb25-43bb-8061-0d5d1fa628cd
19146cd4-be76-4782-af58-1012c0b4e806|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 19146cd4-be76-4782-af58-1012c0b4e806
c163e535-7a96-447b-8206-dd6c05b6a792|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c163e535-7a96-447b-8206-dd6c05b6a792
2f73ee99-5267-4b1a-9085-11f19a04128b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 2f73ee99-5267-4b1a-9085-11f19a04128b
b2c8f6f1-5c6b-8b47-b1cc-28679a3b3fe4|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b2c8f6f1-5c6b-8b47-b1cc-28679a3b3fe4
d8ba8961-be6c-4efa-ae8b-2bc9ef2e3407|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d8ba8961-be6c-4efa-ae8b-2bc9ef2e3407
522f0d68-84d1-4626-84c5-445b4255d9a3|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 522f0d68-84d1-4626-84c5-445b4255d9a3
14747c36-c655-4d70-9cb9-0d85effc251c|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 14747c36-c655-4d70-9cb9-0d85effc251c
f611dbcb-e368-4b3b-ac6e-1e9966e0ba61|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f611dbcb-e368-4b3b-ac6e-1e9966e0ba61
c7fd1773-4448-40d8-a34c-6be46cde7f5d|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c7fd1773-4448-40d8-a34c-6be46cde7f5d
8370852c-7a91-48b7-841f-9a5128a3b14f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8370852c-7a91-48b7-841f-9a5128a3b14f
da1f41d5-d3bd-4e20-9345-22afd95a374a|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: da1f41d5-d3bd-4e20-9345-22afd95a374a
bba77fd4-048e-4451-b3b9-71de50134e67|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: bba77fd4-048e-4451-b3b9-71de50134e67
9f6ccbe6-ba9f-4dd6-921a-a135cfca9463|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 9f6ccbe6-ba9f-4dd6-921a-a135cfca9463
899f7392-50c2-4e7e-95e8-7e35ebae544c|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 899f7392-50c2-4e7e-95e8-7e35ebae544c
c60da434-87db-4043-9721-422fb432ae42|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c60da434-87db-4043-9721-422fb432ae42
0ec0e7f1-0023-4193-aaea-956d55a823e8|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 0ec0e7f1-0023-4193-aaea-956d55a823e8
f50250be-1c2f-47ae-938b-b672922f6d23|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f50250be-1c2f-47ae-938b-b672922f6d23
cedd3626-4d48-4dbc-84ba-6b2bfa97373b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: cedd3626-4d48-4dbc-84ba-6b2bfa97373b
3ae0d9e8-7f81-4765-b21f-e1efb476bc82|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 3ae0d9e8-7f81-4765-b21f-e1efb476bc82
cf0f0f8c-8757-4bc5-ba48-3ab8fcbab9d5|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: cf0f0f8c-8757-4bc5-ba48-3ab8fcbab9d5
16b76326-4ba5-4308-8900-d521aa6026d2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 16b76326-4ba5-4308-8900-d521aa6026d2
f4f62db9-1d9f-4305-a448-f909f28e8a05|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f4f62db9-1d9f-4305-a448-f909f28e8a05
08ce15d9-1586-489c-be62-abb759b0b928|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 08ce15d9-1586-489c-be62-abb759b0b928
e2131e7f-bfec-4ff1-bdbc-820d228dab53|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e2131e7f-bfec-4ff1-bdbc-820d228dab53
fa7b4f2d-c45c-4273-9252-a7af8d88dfc1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: fa7b4f2d-c45c-4273-9252-a7af8d88dfc1
d0e2e612-7c1d-4f10-85ee-1cc59d07534f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: d0e2e612-7c1d-4f10-85ee-1cc59d07534f
92ae962b-aa59-4c26-b60e-6ab1411923c1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 92ae962b-aa59-4c26-b60e-6ab1411923c1
fc322f92-0fb2-4b86-96bf-b6dd92e2375f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: fc322f92-0fb2-4b86-96bf-b6dd92e2375f
101ec1c1-bc87-4c11-b535-cd1e304ee8d7|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 101ec1c1-bc87-4c11-b535-cd1e304ee8d7
efa260df-bc85-4164-ae79-71a33012f7eb|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: efa260df-bc85-4164-ae79-71a33012f7eb
bc418a5f-ab23-44ab-94a3-8c9899b1dc46|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: bc418a5f-ab23-44ab-94a3-8c9899b1dc46
5898c798-79f3-4fd0-87e3-62138bc85264|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 5898c798-79f3-4fd0-87e3-62138bc85264
6422f0e5-9294-4124-9b97-2dbf7affe9b4|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 6422f0e5-9294-4124-9b97-2dbf7affe9b4
384f64fc-a1a7-4b07-b819-311bc04c6f0f|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 384f64fc-a1a7-4b07-b819-311bc04c6f0f
8dd3d6fc-6685-429f-9f56-eb7828126075|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 8dd3d6fc-6685-429f-9f56-eb7828126075
66402f1f-38ab-4cd1-bde9-20911ea57353|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 66402f1f-38ab-4cd1-bde9-20911ea57353
4ca5a66f-5e33-4660-a541-8b19463bb734|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 4ca5a66f-5e33-4660-a541-8b19463bb734
f4ca752b-201e-4bae-8960-275e745e2524|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: f4ca752b-201e-4bae-8960-275e745e2524
b5d50729-22c7-4bf6-8873-e5802cfe6ac2|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: b5d50729-22c7-4bf6-8873-e5802cfe6ac2
1bbc9950-922f-4b48-8496-59297d17eed9|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 1bbc9950-922f-4b48-8496-59297d17eed9
7cd7229e-bab7-42e7-bdf2-760188b280ed|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 7cd7229e-bab7-42e7-bdf2-760188b280ed
ff5add37-71a3-4445-85f5-eb7a731fab99|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: ff5add37-71a3-4445-85f5-eb7a731fab99
96ff1055-27cd-4da0-86a3-5b8354dc1994|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 96ff1055-27cd-4da0-86a3-5b8354dc1994
a8d15a1c-0345-4087-80f2-b417776fa10e|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: a8d15a1c-0345-4087-80f2-b417776fa10e
37a2d913-6855-45a6-aa52-133f51fabfd1|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 37a2d913-6855-45a6-aa52-133f51fabfd1
679fdcf9-1528-43db-8215-6e5669feb1a8|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 679fdcf9-1528-43db-8215-6e5669feb1a8
730e1660-cbbc-4172-9ec6-f2bac0cce75b|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 730e1660-cbbc-4172-9ec6-f2bac0cce75b
ee8cec4e-41bb-43ef-9f96-fa942096bf7c|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: ee8cec4e-41bb-43ef-9f96-fa942096bf7c
777b5924-fe62-4c60-9154-1b74c4a4aefc|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 777b5924-fe62-4c60-9154-1b74c4a4aefc
95e1e326-0dfe-4b08-bab8-a4ea49e5d578|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: 95e1e326-0dfe-4b08-bab8-a4ea49e5d578
e502d528-94ae-4c37-af93-e8f6ea640b88|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: e502d528-94ae-4c37-af93-e8f6ea640b88
c62e920a-586a-41b1-b242-2a8d39b97dfa|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: c62e920a-586a-41b1-b242-2a8d39b97dfa
fe18b4fc-ef7b-4cf9-bfdb-4222c9325dcb|MajorChemistry|SamplePtID|No matching ChemistrySampleInfo for SamplePtID: fe18b4fc-ef7b-4cf9-bfdb-4222c9325dcb
